"","vVirusNameCorrected","hHostNameFinal","WildDomInReference","DetectionMethod","DetectionQuality","Reference"
"1680","Murine_adenovirus_B","Mus_musculus","domestic","Isolation",2,"Klempa et al."
"1681","Murine_hepatitis_virus","Mus_musculus","domestic","Isolation",2,"Hierholzer et al. 1979"
"1682","Murine_leukemia_virus","Mus_musculus","domestic","Isolation",2,"Jenkins et al. 1982"
"1683","Murine_norovirus_1","Mus_musculus","wild","PCR",2,"Smith et al. 2012"
"1684","Murine_pneumonia_virus","Mus_musculus","domestic","PCR",2,"McInnes et al. 2011"
"1685","Murine_pneumotropic_virus","Mus_musculus","captive","Isolation",2,"Kilham & Murphy 1953"
"1686","Murine_polyomavirus","Mus_musculus","captive","Isolation",2,"Rowe et al. 1959"
"1687","Nipah_virus","Mus_musculus","wild","Isolation",2,"WHO"
"1688","Rabies_virus","Mus_musculus","domestic","Antibodies",0,"Childs et al. 1997"
"1689","Saboya_virus","Mus_musculus","wild","Isolation",2,"Fontenille et al. 1994; Saluzzo et al. 1986; Grard et al. 2010"
"1690","Sendai_virus","Mus_musculus","domestic","Isolation",2,"Faisca et al. 2007"
"1691","St._Louis_encephalitis_virus","Mus_musculus","domestic","Isolation",2,"Kramer and Chandler 2001"
"1692","Theilovirus","Mus_musculus","domestic","Isolation",2,"Liang et al. 2008 "
"1693","Venezuelan_equine_encephalitis_virus","Mus_musculus","wild","Isolation",2,"Sudia & Newhouse 1975"
"1694","Western_equine_encephalitis_virus","Mus_musculus","domestic","Antibodies",0,"Hardy et al. 1974"
"1695","Zaire_ebolavirus","Mus_setulosus","wild","PCR",2,"Morvan et al. 1999"
"1696","Murine_leukemia_virus","Mus_spicilegus","wild","PCR",2,"Tipper et al. 2005"
"1697","Lymphocytic_choriomeningitis_virus","Mus_spretus","wild","Antibodies",0,"Tagliapietra et al. 2009"
"1698","Rabbit_hemorrhagic_disease_virus","Mus_spretus","wild","PCR",2,"Merchan et al. 2011"
"1699","Aleutian_mink_disease_virus","Mustela_lutreola","domestic","PCR",2,"Manas et al. 2001"
"1700","Suid_herpesvirus_1","Mustela_lutreola","domestic","Isolation",2,"Christodoulou et al. 1970"
"1701","Sendai_virus","Mustela_nigripes","wild","Isolation",2,"Beran & Steele 1994"
"1702","Encephalomyocarditis_virus","Myocastor_coypus","wild","Antibodies",0,"Bollo et al. 2003"
"1703","Rabies_virus","Myocastor_coypus","wild","Antibodies",0,"Childs et al. 1997"
"1704","Vesicular_stomatitis_Indiana_virus","Myocastor_coypus","wild","plaque reduction neutralization",1,"Aguirre et al. 1992"
"1705","Colorado_tick_fever_virus","Myodes_gapperi","wild","Antibodies",0,"Bowen et al. 1981"
"1706","Ljungan_virus","Myodes_gapperi","wild","PCR",2,"Tolf C et al. 2009"
"1707","Prospect_Hill_virus","Myodes_gapperi","wild","Antibodies",0,"Yanagihara et al. 1987"
"1708","Borna_disease_virus","Myodes_glareolus","wild","Antibodies",0,"Kinnunen et al. 2007"
"1709","California_encephalitis_virus","Myodes_glareolus","wild","Antibodies",0,"Mitchell et al. 1993"
"1710","Cowpox_virus","Myodes_glareolus","wild","PCR",2,"Acha & Szyfres 2003; Chantrey et al. 1999"
"1711","Encephalomyocarditis_virus","Myodes_glareolus","wild","Antibodies",0,"Kaplan et al. 1980"
"1712","Ljungan_virus","Myodes_glareolus","wild","Isolation",2,"Niklasson et al. 1999"
"1713","Louping_ill_virus","Myodes_glareolus","wild","Antibodies",0,"Gilbert et al. 2000"
"1714","Lymphocytic_choriomeningitis_virus","Myodes_glareolus","wild","Antibodies",0,"Kaplan et al. 1980; Tagliapietra et al. 2009"
"1715","Murid_herpesvirus_4","Myodes_glareolus","wild","Isolation",2,"Lussier et al. 1988; Ehlers et al. 2007"
"1716","Murine_pneumonia_virus","Myodes_glareolus","wild","Antibodies",0,"Kaplan et al. 1980"
"1717","Puumala_virus","Myodes_glareolus","wild","PCR",2,"Acha & Szyfres 2003; Yanagihara et al. 1984"
"1718","Sendai_virus","Myodes_glareolus","wild","Antibodies",0,"Kaplan et al. 1980"
"1719","Theilovirus","Myodes_glareolus","wild","Antibodies",0,"Kaplan et al. 1980"
"1720","Thiafora_virus","Myodes_glareolus","wild","Antibodies",0,"Woessner et al. 2000"
"1721","Tick-borne_encephalitis_virus","Myodes_glareolus","wild","PCR",2,"Weidmann et al. 2006"
"1722","Uukuniemi_virus","Myodes_glareolus","wild","Antibodies",0,"Traavik et al. 1977"
"1723","Puumala_virus","Myodes_regulus","wild","PCR",2,"Plyusnina et al. 2008"
"1724","Cowpox_virus","Myodes_rufocanus","wild","PCR",2,"Tryland et al. 1998"
"1725","Puumala_virus","Myodes_rufocanus","wild","Isolation",2," Yanagihara et al. 1984"
"1726","Bunyamwera_virus","Myodes_rutilus","wild","Isolation",2,"Calisher et al. 1986"
"1727","California_encephalitis_virus","Myodes_rutilus","wild","Antibodies",0,"Mitchell et al. 1993"
"1728","Cowpox_virus","Myodes_rutilus","wild","PCR",2,"Tryland et al. 1998"
"1729","Powassan_virus","Myodes_rutilus","wild","Antibodies",0,"Deardoff et al. 2013"
"1730","Tick-borne_encephalitis_virus","Myodes_rutilus","wild","PCR",2,"Bakhvalova et al. 2006"
"1731","Zaire_ebolavirus","Myonycteris_torquata","wild","PCR",2,"Leroy et al. 2004"
"1732","Rabies_virus","Myotis_albescens","wild","antigen",0,"Sodre et al. 2010; Sheeler-Gordon & Smith 2001"
"1733","Rabies_virus","Myotis_austroriparius","wild","antigen",0,"Constantine 1979"
"1734","Aravan_virus","Myotis_blythii","wild","Isolation",2,"Calisher et al. 2006"
"1735","Issyk-Kul_virus","Myotis_blythii","wild","Isolation",2,"Calisher et al. 2006; Lvov et al. 1973"
"1736","Rabies_virus","Myotis_californicus","wild","PCR",2,"Blanton et al. 2008"
"1737","Rabies_virus","Myotis_chiloensis","wild","PCR",2,"de Mattos et al. 2000"
"1738","European_bat_lyssavirus_1","Myotis_dasycneme","wild","Isolation",2,"Muller et al. 2004"
"1739","European_bat_lyssavirus_2","Myotis_dasycneme","wild","Isolation",2,"Calisher et al. 2006"
"1740","European_bat_lyssavirus_1","Myotis_daubentonii","wild","Isolation",2,"Muller et al. 2004"
"1741","European_bat_lyssavirus_2","Myotis_daubentonii","wild","Isolation",2,"Calisher et al. 2006"
"1742","Nipah_virus","Myotis_daubentonii","wild","Antibodies",0,"Li et al. 2008"
"1743","Rabies_virus","Myotis_evotis","wild","PCR",2,"Blanton et al. 2008"
"1744","Rabies_virus","Myotis_grisescens","wild","PCR",2,"Blanton et al. 2008"
"1745","California_encephalitis_virus","Myotis_keenii","wild","Antibodies",0,"Main 1979"
"1746","Eastern_equine_encephalitis_virus","Myotis_keenii","wild","Antibodies",0,"Main 1979"
"1747","Rabies_virus","Myotis_keenii","wild","Isolation",2,"Main 1979"
"1748","Rabies_virus","Myotis_leibii","wild","Isolation",2,"Constantine 1979"
"1749","Rabies_virus","Myotis_levis","wild","Antigens",0,"Martorelli et al. 2009"
"1750","Eastern_equine_encephalitis_virus","Myotis_lucifugus","wild","Antibodies",0,"Sulkin & Allen 1974"
"1751","Montana_myotis_leukoencephalitis_virus","Myotis_lucifugus","wild","Isolation",2,"Calisher et al. 2006"
"1752","Rabies_virus","Myotis_lucifugus","wild","PCR",2,"Blanton et al. 2008"
"1753","St._Louis_encephalitis_virus","Myotis_lucifugus","wild","Antibodies",0,"Herbold et al. 1983"
"1754","West_Nile_virus","Myotis_lucifugus","wild","Antibodies",0,"Pilipski et al. 2004"
"1755","Japanese_encephalitis_virus","Myotis_macrodactylus","wild","Antibodies",0,"Miura et al. 1970"
"1756","European_bat_lyssavirus_1","Myotis_myotis","wild","PCR",2,"Serra-Cobo et al. 2002"
"1757","European_bat_lyssavirus_2","Myotis_myotis","wild","Isolation",2,"Calisher et al. 2006"
"1758","Japanese_encephalitis_virus","Myotis_mystacinus","wild","Antibodies",0,"Miura et al. 1970"
"1759","Khujand_virus","Myotis_mystacinus","wild","Isolation",2,"Calisher et al. 2006"
"1760","European_bat_lyssavirus_1","Myotis_nattereri","wild","PCR",2,"Serra-Cobo et al. 2002"
"1761","European_bat_lyssavirus_2","Myotis_nattereri","wild","Isolation",2,"Calisher et al. 2006"
"1762","Dengue_virus","Myotis_nigricans","wild","PCR",2,"Aguilar-Setien et al. 2008"
"1763","Rabies_virus","Myotis_nigricans","wild","Isolation",2,"Cisterna et al. 2005"
"1764","Venezuelan_equine_encephalitis_virus","Myotis_nigricans","wild","Antibodies",0,"Seymour et al. 1978"
"1765","Nipah_virus","Myotis_ricketti","wild","Antibodies",0,"Li et al. 2008"
"1766","Rabies_virus","Myotis_riparius","wild","PCR",2,"da Rosa et al. 2011"
"1767","California_encephalitis_virus","Myotis_septentrionalis","wild","Antibodies",0,NA
"1768","Eastern_equine_encephalitis_virus","Myotis_septentrionalis","wild","Antibodies",0,NA
"1769","Rabies_virus","Myotis_septentrionalis","wild","PCR",2,"Blanton et al. 2008"
"1770","West_Nile_virus","Myotis_septentrionalis","wild","Antibodies",0,"Pilipski et al. 2004"
"1771","Rabies_virus","Myotis_thysanodes","wild","Antibodies",0,"Constantine et al. 1979"
"1772","Rabies_virus","Myotis_velifer","wild","PCR",2,"Blanton et al. 2008"
"1773","Rabies_virus","Myotis_volans","wild","Antibodies",0," Blanton et al. 2007"
"1774","Kern_Canyon_virus","Myotis_yumanensis","wild","Isolation",2,"Calisher et al. 2006"
"1775","Rabies_virus","Myotis_yumanensis","wild","PCR",2,"Blanton et al. 2008"
"1776","Human_picobirnavirus","Myrmecophaga_tridactyla","captive","PAGE",0,"Haga et al. 1999"
"1777","Akabane_virus","Nanger_granti","wild","Antibodies",0,"Davies et al. 1985"
"1778","Bluetongue_virus","Nanger_granti","wild","Antibodies",0,"Williams et al. 2001"
"1779","Foot-and-mouth_disease_virus","Nanger_granti","wild","Antibodies",0,"Weaver et al. 2013"
"1780","Vesicular_stomatitis_Indiana_virus","Nasua_narica","wild","plaque reduction neutralization",1,"Tesh et al. 1969"
"1781","Dengue_virus","Natalus_stramineus","wild","PCR",2,"Aguilar-Setien et al. 2008"
"1782","Bimiti_virus","Natalus_tumidirostris","wild","Antibodies",0,"Price 1978"
"1783","Ilheus_virus","Natalus_tumidirostris","wild","Antibodies",0,"Price et al. 1978"
"1784","Rio_Bravo_virus","Natalus_tumidirostris","wild","Antibodies",0,"Price 1978"
"1785","St._Louis_encephalitis_virus","Natalus_tumidirostris","wild","Antibodies",0,"Price 1978"
"1786","Tamana_bat_virus","Natalus_tumidirostris","wild","Antibodies",0,"Price 1978"
"1787","Amapari_virus","Neacomys_guianae","wild","Isolation",2,"Abraham et al. 2009"
"1788","Amapari_virus","Neacomys_spinosus","wild","Isolation",2,"Abraham et al. 2009"
"1789","Pampa_virus","Necromys_amoenus","wild","PCR",2,"Lozano 1997"
"1790","Andes_virus","Necromys_benefactus","wild","PCR",2,"Chu et al. 2006"
"1791","Oliveros_virus","Necromys_benefactus","wild","Isolation",2,"Mills et al. 2007"
"1792","Andes_virus","Necromys_lasiurus","wild","PCR",2,"Suzuki et al. 2004"
"1793","Andes_virus","Necromys_obscurus","wild","PCR",2,"Levis et al. 1997"
"1794","Junin_virus","Necromys_obscurus","wild","Isolation",2,"Mills et al. 1991"
"1795","Junin_virus","Necromys_obscurus","wild","Isolation",2,"Mills et al. 1991"
"1796","Oliveros_virus","Necromys_obscurus","wild","Isolation",2,"Mills et al. 1996; Gonzalez et al. 2007"
"1797","Andes_virus","Nectomys_squamipes","wild","Antibodies",0,"Chu et al. 2003"
"1798","Caraparu_virus","Nectomys_squamipes","wild","Isolation",2,"Shope et al. 1988"
"1799","Catu_virus","Nectomys_squamipes","wild","Isolation",2,"Shope et al. 1988"
"1800","Guama_virus","Nectomys_squamipes","wild","Isolation",2,"Shope et al. 1988"
"1801","Marituba_virus","Nectomys_squamipes","wild","Isolation",2,"Shope et al. 1988"
"1802","Oriboca_virus","Nectomys_squamipes","wild","Isolation",2,"Shope et al. 1988"
"1803","Whitewater_Arroyo_virus","Neotoma_albigula","wild","Isolation",2,"Charrel & de Lamballerie 2010; Fulhorst et al. 1996"
"1804","Colorado_tick_fever_virus","Neotoma_cinerea","wild","Antibodies",0,"Bowen et al. 1981"
"1805","Whitewater_Arroyo_virus","Neotoma_cinerea","wild","Isolation",2,"Charrel & de Lamballerie 2010; Fulhorst et al. 2001"
"1806","Rabies_virus","Neotoma_floridana","wild","Antibodies",0,"Childs et al. 1997"
"1807","Colorado_tick_fever_virus","Neotoma_fuscipes","wild","Antibodies",0,"Lane et al. 1982; Emmons 1994"
"1808","St._Louis_encephalitis_virus","Neotoma_fuscipes","wild","Antibodies",0,"Sabattini et al. 1965"
"1809","Whitewater_Arroyo_virus","Neotoma_fuscipes","wild","Antibodies",0,"Bennett et al.  2000"
"1810","Sin_Nombre_virus","Neotoma_lepida","wild","PCR",2,"Dearing et al. 1999"
"1811","Tamiami_virus","Neotoma_lepida","wild","Antibodies",0,"Kosoy et al. 1996"
"1812","Bear_Canyon_virus","Neotoma_macrotis","wild","Isolation",2,"Cajimat et al. 2007"
"1813","Pichinde_virus","Neotoma_stephensi","wild","Antibodies",0,"Kosoy et al. 1996"
"1814","Aleutian_mink_disease_virus","Neovison_vison","domestic","PCR",2,"Manas et al. 2001"
"1815","Influenza_A_virus","Neovison_vison","domestic","Isolation",2,"Gagnon et al. 2009"
"1816","Mink_astrovirus","Neovison_vison","domestic","PCR",2,"Mittelholzer et al. 2003"
"1817","Mink_calicivirus","Neovison_vison","domestic","Isolation",2,"Yang et al. 2012"
"1818","Mink_enteric_sapovirus","Neovison_vison","domestic","Isolation",2,"Guo et al. 2001"
"1819","Flexal_virus","Oryzomys_albigularis","wild","Isolation",2,"Gonzalez et al. 2007"
"1820","Pichinde_virus","Oryzomys_albigularis","wild","Isolation",2,"Charrel & de Lamballerie 2010; Gonzalez et al. 2007; Trapido & Sanmartin 1971"
"1821","Hantaan_virus","Niviventer_confucianus","wild","Isolation",2,"Wang et al. 2000"
"1822","Simian_foamy_virus","Nomascus_leucogenys","wild","Isolation",2,"Hussain et al. 2003"
"1823","Duvenhage_virus","Nyctalus_noctula","wild","Isolation",2,"Calisher et al. 2006"
"1824","European_bat_lyssavirus_1","Nyctalus_noctula","wild","Isolation",2,"Muller et al. 2007"
"1825","European_bat_lyssavirus_2","Nyctalus_noctula","wild","Isolation",2,"Kuzmin & Rupprecht 1999"
"1826","Influenza_A_virus","Nyctalus_noctula","wild","Isolation",2,"Calisher et al. 2006"
"1827","Issyk-Kul_virus","Nyctalus_noctula","wild","Isolation",2,"Calisher et al. 2006; Lvov et al. 1973"
"1828","Rabies_virus","Nyctalus_noctula","wild","Isolation",2,"Selimov et al. 1991"
"1829","Rabies_virus","Nyctereutes_procyonoides","wild","PCR",2,"Kuzmin et al. 2004"
"1830","Rotavirus_A","Nyctereutes_procyonoides","wild","PCR",2,"Abe et al. 2010"
"1831","Severe_acute_respiratory_syndrome-related_coronavirus","Nyctereutes_procyonoides","wild","Antibodies",0,"Tu et al. 2004"
"1832","Chobar_Gorge_virus","Nycteris_gambiensis","wild","Isolation",2,"Calisher et al. 2006"
"1833","Lagos_bat_virus","Nycteris_gambiensis","wild","Isolation",2,"Calisher et al. 2006"
"1834","Saboya_virus","Nycteris_gambiensis","wild","Isolation",2,"Calisher et al. 2006"
"1835","Chobar_Gorge_virus","Nycteris_nana","wild","Isolation",2,"Konstantinov et al. 2006"
"1836","Duvenhage_virus","Nycteris_thebaica","wild","Isolation",2,"Harris et aL. 2006"
"1837","Bakau_virus","Nycticebus_coucang","wild","Antibodies",0,"Beran & Steele 1994"
"1838","Rabies_virus","Nycticeius_humeralis","wild","PCR",2,"Blanton et al. 2008"
"1839","Rabies_virus","Nyctinomops_laticaudatus","wild","Isolation",2,"Cunha et al. 2010"
"1840","Rabies_virus","Nyctinomops_macrotis","wild","Isolation",2,"Passos et al. 1998"
"1841","Canine_adenovirus","Odobenus_rosmarus","wild","Antibodies",0,"Philippa et al. 2004"
"1842","Influenza_A_virus","Odobenus_rosmarus","wild","Antibodies",0,"Calle et al. 2002"
"1843","Walrus_calicivirus","Odobenus_rosmarus","wild","Isolation",2,"Ganova-Raeva et al. 2004"
"1844","Bluetongue_virus","Odocoileus_hemionus","wild","Antibodies",0,"Dubay et al. 2006"
"1845","Bovine_viral_diarrhea_virus_1","Odocoileus_hemionus","wild","Isolation",2,"Van Campen et al. 2001"
"1846","Deer_adenovirus","Odocoileus_hemionus","wild","Isolation",2,"Woods et al. 1996"
"1847","Deer_papillomavirus","Odocoileus_hemionus","wild","Isolation",2,"Lancaster & Sundberg 1982"
"1848","Epizootic_hemorrhagic_disease_virus","Odocoileus_hemionus","wild","Antibodies",0,"OIE Report 2006"
"1849","Ovine_herpesvirus_2","Odocoileus_hemionus","wild","PCR",2,"Schultheiss et al. 2007"
"1850","Sindbis_virus","Odocoileus_hemionus","wild","Antibodies",0,"Walters et al. 1999"
"1851","Vesicular_stomatitis_Indiana_virus","Odocoileus_hemionus","wild","SNT",1,"Webb et al. 1987"
"1852","Alcelaphine_herpesvirus_1","Odocoileus_virginianus","wild","PCR",2,"Li et al. 2005"
"1853","Bluetongue_virus","Odocoileus_virginianus","wild","PCR",2,"Johnson et al. 2006"
"1854","Bovine_herpesvirus_1","Odocoileus_virginianus","wild","VNT",1,"Ingebrigtsen et al 1986"
"1855","Bovine_viral_diarrhea_virus_1","Odocoileus_virginianus","wild","PCR",2,"Passler at al. 2009"
"1856","Deer_adenovirus","Odocoileus_virginianus","wild","Isolation",2,"Sorden et al. 2000"
"1857","Deer_papillomavirus","Odocoileus_virginianus","wild","Isolation",2,"Lancaster & Sundberg 1982"
"1858","Epizootic_hemorrhagic_disease_virus","Odocoileus_virginianus","wild","Antibodies",0,"Nol et al. 2010"
"1859","Foot-and-mouth_disease_virus","Odocoileus_virginianus","wild","Isolation",2,"Grubman and Baxt 2004"
"1860","Vesicular_stomatitis_Indiana_virus","Odocoileus_virginianus","wild","Antibodies",0,"Fletcher et al. 1985"
"1861","West_Nile_virus","Odocoileus_virginianus","wild","Antibodies",0,"Santaella et al. 2005"
"1862","Allpaahuayo_virus","Oecomys_bicolor","wild","Isolation",2,"Moncayo et al. 2001"
"1863","Flexal_virus","Oecomys_bicolor","wild","Isolation",2,"CDC ArboCat"
"1864","Allpaahuayo_virus","Oecomys_paricola","wild","Isolation",2,"Moncayo et al. 2001"
"1865","Andes_virus","Oligoryzomys_chacoensis","wild","PCR",2,"Chu et al. 2003"
"1866","Andes_virus","Oligoryzomys_flavescens","wild","PCR",2,"Medina et al. 2009"
"1867","Junin_virus","Oligoryzomys_flavescens","wild","Isolation",2,"Mills et al. 1991"
"1868","Vaccinia_virus","Oligoryzomys_flavescens","wild","PRNT",1,"Peres et al. 2013"
"1869","Andes_virus","Oligoryzomys_fornesi","wild","Antibodies",0,"Chu et al. 2003"
"1870","Rio_Mamore_virus","Oligoryzomys_fornesi","wild","PCR",2,"Rosa et al. 2005; Raboni et al. 2009"
"1871","Andes_virus","Oligoryzomys_fulvescens","wild","Isolation",2,"Hanson et al. 2011"
"1872","Sin_Nombre_virus","Oligoryzomys_fulvescens","wild","Antibodies",0,"Bayard et al. 2004"
"1873","Andes_virus","Oligoryzomys_longicaudatus","wild","PCR",2,"Medina et al. 2009"
"1874","Guanarito_virus","Oligoryzomys_longicaudatus","wild","Isolation",2,"Gonzalez et al. 2007"
"1875","Laguna_Negra_virus","Oligoryzomys_microtis","wild","PCR",2,"Carrol et al. 2005"
"1876","Rio_Mamore_virus","Oligoryzomys_microtis","wild","Isolation",2,"Bharadwaj et al. 1997"
"1877","Andes_virus","Oligoryzomys_nigripes","wild","PCR",2,"Padula et al. 2007"
"1878","Human_picobirnavirus","Oligoryzomys_nigripes","wild","PAGE",0,"Pereira et al. 1988"
"1879","St._Louis_encephalitis_virus","Oligoryzomys_nigripes","wild","Isolation",2,"Sabattini et al. 1965"
"1880","Vaccinia_virus","Oligoryzomys_nigripes","wild","PRNT",1,"Peres et al. 2013"
"1881","Omsk_hemorrhagic_fever_virus","Ondatra_zibethicus","domestic","Isolation",2,"Calisher et al. 2006"
"1882","Puumala_virus","Ondatra_zibethicus","wild","PCR",2,"Vahlenkamp et al. 1998"
"1883","Whitewater_Arroyo_virus","Onychomys_leucogaster","wild","Antibodies",0,"Milazzo et al. 2010"
"1884","Modoc_virus","Onychomys_torridus","wild","Antibodies",0,"Hardy et al. 1974"
"1885","St._Louis_encephalitis_virus","Onychomys_torridus","wild","Antibodies",0,"Hardy et al. 1974"
"1886","St._Louis_encephalitis_virus","Orcinus_orca","wild","Isolation",2,"Buck et al. 1993"
"1887","Bluetongue_virus","Oreamnos_americanus","wild","Antibodies",0,"Williams et al. 2001"
"1888","Bovine_viral_diarrhea_virus_1","Oreamnos_americanus","wild","Isolation",2,"Nelson et al. 2008"
"1889","Bovine_viral_diarrhea_virus_2","Oreamnos_americanus","domestic","PCR",2,"Nelson et al. 2008"
